county map,county name,region,county type,elderly percentage,access to doctors,uninsured rate,diabetes rate,cardiovascular disease rate,poverty rate,african american population,hispanic population,covid risk index score,social vulnerability rank score,covid risk index,social vulnerability rank
22013, Bienville  (LA) ,southeast,rural,high elderly percentage,very high access to doctors,low uninsured rate,very high diabetes rate,high cardiovascular disease rate,very high poverty rate,None,very low hispanic population,0.943967,0.800541229,very high covid risk index,very high social vulnerability rank
21065, Estill  (KY) ,southeast,rural,moderate elderly percentage,very high access to doctors,low uninsured rate,very high diabetes rate,low cardiovascular disease rate,very high poverty rate,very low african american population,very low hispanic population,0.944285,0.724769182,very high covid risk index,very high social vulnerability rank
1017, Chambers  (AL) ,southeast,rural,moderate elderly percentage,high access to doctors,moderate uninsured rate,very high diabetes rate,very high cardiovascular disease rate,high poverty rate,None,low hispanic population,0.944604,0.749389791,very high covid risk index,very high social vulnerability rank
48055, Caldwell  (TX) ,southwest,suburban,very low elderly percentage,very high access to doctors,very high uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,moderate poverty rate,high african american population,very high hispanic population,0.944922,0.725458983,very high covid risk index,very high social vulnerability rank
13141, Hancock  (GA) ,southeast,rural,very high elderly percentage,very high access to doctors,very high uninsured rate,very high diabetes rate,low cardiovascular disease rate,very high poverty rate,None,low hispanic population,0.94524,0.742014221,very high covid risk index,very high social vulnerability rank
48481, Wharton  (TX) ,southwest,rural,low elderly percentage,high access to doctors,very high uninsured rate,high diabetes rate,high cardiovascular disease rate,high poverty rate,None,very high hispanic population,0.945559,0.761487849,very high covid risk index,very high social vulnerability rank
38079, Rolette  (ND) ,midwest,rural,very low elderly percentage,moderate access to doctors,very high uninsured rate,very high diabetes rate,moderate cardiovascular disease rate,very high poverty rate,low african american population,very low hispanic population,0.945877,0.778626765,very high covid risk index,very high social vulnerability rank
45061, Lee  (SC) ,southeast,rural,moderate elderly percentage,very high access to doctors,moderate uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,None,low hispanic population,0.946195,0.763398069,very high covid risk index,very high social vulnerability rank
13289, Twiggs  (GA) ,southeast,small city,high elderly percentage,very high access to doctors,very high uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,None,very low hispanic population,0.946514,0.732356999,very high covid risk index,very high social vulnerability rank
1011, Bullock  (AL) ,southeast,rural,low elderly percentage,high access to doctors,moderate uninsured rate,very high diabetes rate,high cardiovascular disease rate,very high poverty rate,None,very low hispanic population,0.946832,0.732463122,very high covid risk index,very high social vulnerability rank
48061, Cameron  (TX) ,southwest,small city,very low elderly percentage,moderate access to doctors,very high uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,very high poverty rate,very low african american population,very high hispanic population,0.947151,0.735169267,very high covid risk index,very high social vulnerability rank
40095, Marshall  (OK) ,southwest,rural,very high elderly percentage,high access to doctors,very high uninsured rate,very high diabetes rate,very high cardiovascular disease rate,high poverty rate,medium african american population,very high hispanic population,0.947469,0.781492094,very high covid risk index,very high social vulnerability rank
29109, Lawrence  (MO) ,midwest,rural,moderate elderly percentage,low access to doctors,high uninsured rate,moderate diabetes rate,moderate cardiovascular disease rate,moderate poverty rate,low african american population,high hispanic population,0.947787,0.768385865,very high covid risk index,very high social vulnerability rank
48161, Freestone  (TX) ,southwest,rural,high elderly percentage,high access to doctors,very high uninsured rate,very high diabetes rate,high cardiovascular disease rate,moderate poverty rate,None,very high hispanic population,0.948106,0.755544943,very high covid risk index,very high social vulnerability rank
37051, Cumberland  (NC) ,southeast,small city,very low elderly percentage,very low access to doctors,moderate uninsured rate,high diabetes rate,very high cardiovascular disease rate,high poverty rate,None,high hispanic population,0.948424,0.760532739,very high covid risk index,very high social vulnerability rank
12043, Glades  (FL) ,southeast,rural,very high elderly percentage,None,very high uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,high african american population,very high hispanic population,0.948742,0.817096466,very high covid risk index,very high social vulnerability rank
47097, Lauderdale  (TN) ,southeast,rural,low elderly percentage,very high access to doctors,moderate uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,None,low hispanic population,0.949061,0.790777884,very high covid risk index,very high social vulnerability rank
47033, Crockett  (TN) ,southeast,small city,moderate elderly percentage,None,high uninsured rate,moderate diabetes rate,very high cardiovascular disease rate,high poverty rate,high african american population,high hispanic population,0.949379,0.794226892,very high covid risk index,very high social vulnerability rank
12049, Hardee  (FL) ,southeast,rural,low elderly percentage,very high access to doctors,very high uninsured rate,very high diabetes rate,very high cardiovascular disease rate,very high poverty rate,high african american population,very high hispanic population,0.949698,0.756181683,very high covid risk index,very high social vulnerability rank
48177, Gonzales  (TX) ,southwest,rural,low elderly percentage,high access to doctors,very high uninsured rate,very high diabetes rate,low cardiovascular disease rate,high poverty rate,high african american population,very high hispanic population,0.950016,0.74806325,very high covid risk index,very high social vulnerability rank
40135, Sequoyah  (OK) ,southwest,small city,moderate elderly percentage,high access to doctors,very high uninsured rate,very high diabetes rate,very high cardiovascular disease rate,high poverty rate,medium african american population,medium hispanic population,0.950334,0.781385971,very high covid risk index,very high social vulnerability rank
